id_voto,id_candidato,dpi_ciudadano,mesa_id,fecha_hora,,,,,,,,,,,
7605,1005,4752990000000,104,25/06/2023 15:20,,,,,,,,,,,
7606,18,2932770000000,143,25/06/2023 10:24,,,,,,,,,,,
7606,1061,2932770000000,143,25/06/2023 10:24,,,,,,,,,,,
7606,342,2932770000000,143,25/06/2023 10:24,,,,,,,,,,,
7606,562,2932770000000,143,25/06/2023 10:24,,,,,,,,,,,
7606,1041,2932770000000,143,25/06/2023 10:24,,,,,,,,,,,
7607,2,1176820000000,601,25/06/2023 18:29,,,,,,,,,,,
7607,1061,1176820000000,601,25/06/2023 18:29,,,,,,,,,,,
7607,118,1176820000000,601,25/06/2023 18:29,,,,,,,,,,,
7607,646,1176820000000,601,25/06/2023 18:29,,,,,,,,,,,
7607,916,1176820000000,601,25/06/2023 18:29,,,,,,,,,,,
7608,13,2183040000000,880,25/06/2023 12:07,,,,,,,,,,,
7608,1051,2183040000000,880,25/06/2023 12:07,,,,,,,,,,,
7608,344,2183040000000,880,25/06/2023 12:07,,,,,,,,,,,
7608,470,2183040000000,880,25/06/2023 12:07,,,,,,,,,,,
7608,772,2183040000000,880,25/06/2023 12:07,,,,,,,,,,,
7609,2,7308400000000,626,25/06/2023 9:58,,,,,,,,,,,
7609,1059,7308400000000,626,25/06/2023 9:58,,,,,,,,,,,
7609,175,7308400000000,626,25/06/2023 9:58,,,,,,,,,,,
7609,557,7308400000000,626,25/06/2023 9:58,,,,,,,,,,,
7609,722,7308400000000,626,25/06/2023 9:58,,,,,,,,,,,
7610,17,6022040000000,721,25/06/2023 5:09,,,,,,,,,,,
7610,1065,6022040000000,721,25/06/2023 5:09,,,,,,,,,,,
7610,90,6022040000000,721,25/06/2023 5:09,,,,,,,,,,,
7610,637,6022040000000,721,25/06/2023 5:09,,,,,,,,,,,
7610,804,6022040000000,721,25/06/2023 5:09,,,,,,,,,,,
7611,3,6907790000000,866,25/06/2023 5:16,,,,,,,,,,,
7611,1055,6907790000000,866,25/06/2023 5:16,,,,,,,,,,,
7611,133,6907790000000,866,25/06/2023 5:16,,,,,,,,,,,
7611,414,6907790000000,866,25/06/2023 5:16,,,,,,,,,,,
7611,898,6907790000000,866,25/06/2023 5:16,,,,,,,,,,,
7612,1,2869810000000,118,25/06/2023 7:20,,,,,,,,,,,
7612,1056,2869810000000,118,25/06/2023 7:20,,,,,,,,,,,
7612,82,2869810000000,118,25/06/2023 7:20,,,,,,,,,,,
7612,401,2869810000000,118,25/06/2023 7:20,,,,,,,,,,,
7612,786,2869810000000,118,25/06/2023 7:20,,,,,,,,,,,
7613,22,8434860000000,205,25/06/2023 19:50,,,,,,,,,,,
7613,1059,8434860000000,205,25/06/2023 19:50,,,,,,,,,,,
7613,355,8434860000000,205,25/06/2023 19:50,,,,,,,,,,,
7613,463,8434860000000,205,25/06/2023 19:50,,,,,,,,,,,
7613,744,8434860000000,205,25/06/2023 19:50,,,,,,,,,,,
7614,6,2236890000000,794,25/06/2023 14:53,,,,,,,,,,,
7614,1051,2236890000000,794,25/06/2023 14:53,,,,,,,,,,,
7614,124,2236890000000,794,25/06/2023 14:53,,,,,,,,,,,
7614,668,2236890000000,794,25/06/2023 14:53,,,,,,,,,,,
7614,703,2236890000000,794,25/06/2023 14:53,,,,,,,,,,,
7615,9,4905710000000,72,25/06/2023 6:55,,,,,,,,,,,
7615,1061,4905710000000,72,25/06/2023 6:55,,,,,,,,,,,
7615,346,4905710000000,72,25/06/2023 6:55,,,,,,,,,,,
7615,396,4905710000000,72,25/06/2023 6:55,,,,,,,,,,,
7615,1000,4905710000000,72,25/06/2023 6:55,,,,,,,,,,,
7616,13,4349830000000,759,25/06/2023 11:27,,,,,,,,,,,
7616,1060,4349830000000,759,25/06/2023 11:27,,,,,,,,,,,
7616,153,4349830000000,759,25/06/2023 11:27,,,,,,,,,,,
7616,562,4349830000000,759,25/06/2023 11:27,,,,,,,,,,,
7616,716,4349830000000,759,25/06/2023 11:27,,,,,,,,,,,
7617,10,9011800000000,207,25/06/2023 15:41,,,,,,,,,,,
7617,1062,9011800000000,207,25/06/2023 15:41,,,,,,,,,,,
7617,300,9011800000000,207,25/06/2023 15:41,,,,,,,,,,,
7617,405,9011800000000,207,25/06/2023 15:41,,,,,,,,,,,
7617,881,9011800000000,207,25/06/2023 15:41,,,,,,,,,,,
7618,10,3819840000000,915,25/06/2023 5:55,,,,,,,,,,,
7618,1064,3819840000000,915,25/06/2023 5:55,,,,,,,,,,,
7618,104,3819840000000,915,25/06/2023 5:55,,,,,,,,,,,
7618,418,3819840000000,915,25/06/2023 5:55,,,,,,,,,,,
7618,1039,3819840000000,915,25/06/2023 5:55,,,,,,,,,,,
7619,7,2954000000000,566,25/06/2023 14:19,,,,,,,,,,,
7619,1064,2954000000000,566,25/06/2023 14:19,,,,,,,,,,,
7619,390,2954000000000,566,25/06/2023 14:19,,,,,,,,,,,
7619,528,2954000000000,566,25/06/2023 14:19,,,,,,,,,,,
7619,759,2954000000000,566,25/06/2023 14:19,,,,,,,,,,,
7620,19,7384710000000,183,25/06/2023 8:19,,,,,,,,,,,
7620,1055,7384710000000,183,25/06/2023 8:19,,,,,,,,,,,
7620,263,7384710000000,183,25/06/2023 8:19,,,,,,,,,,,
7620,668,7384710000000,183,25/06/2023 8:19,,,,,,,,,,,
7620,697,7384710000000,183,25/06/2023 8:19,,,,,,,,,,,
7621,14,9140460000000,307,25/06/2023 19:17,,,,,,,,,,,
7621,1047,9140460000000,307,25/06/2023 19:17,,,,,,,,,,,
7621,378,9140460000000,307,25/06/2023 19:17,,,,,,,,,,,
7621,430,9140460000000,307,25/06/2023 19:17,,,,,,,,,,,
7621,1001,9140460000000,307,25/06/2023 19:17,,,,,,,,,,,
7622,18,4254710000000,872,25/06/2023 11:31,,,,,,,,,,,
7622,1065,4254710000000,872,25/06/2023 11:31,,,,,,,,,,,
7622,175,4254710000000,872,25/06/2023 11:31,,,,,,,,,,,
7622,679,4254710000000,872,25/06/2023 11:31,,,,,,,,,,,
7622,1045,4254710000000,872,25/06/2023 11:31,,,,,,,,,,,
7623,22,6337580000000,252,25/06/2023 13:21,,,,,,,,,,,
7623,1053,6337580000000,252,25/06/2023 13:21,,,,,,,,,,,
7623,258,6337580000000,252,25/06/2023 13:21,,,,,,,,,,,
7623,659,6337580000000,252,25/06/2023 13:21,,,,,,,,,,,
7623,1027,6337580000000,252,25/06/2023 13:21,,,,,,,,,,,
7624,16,3953840000000,430,25/06/2023 16:35,,,,,,,,,,,
7624,1060,3953840000000,430,25/06/2023 16:35,,,,,,,,,,,
7624,239,3953840000000,430,25/06/2023 16:35,,,,,,,,,,,
7624,639,3953840000000,430,25/06/2023 16:35,,,,,,,,,,,
7624,973,3953840000000,430,25/06/2023 16:35,,,,,,,,,,,
7625,13,3492700000000,91,25/06/2023 17:39,,,,,,,,,,,
7625,1056,3492700000000,91,25/06/2023 17:39,,,,,,,,,,,
7625,180,3492700000000,91,25/06/2023 17:39,,,,,,,,,,,
7625,466,3492700000000,91,25/06/2023 17:39,,,,,,,,,,,
7625,886,3492700000000,91,25/06/2023 17:39,,,,,,,,,,,
7626,8,8977260000000,952,25/06/2023 10:35,,,,,,,,,,,
7626,1060,8977260000000,952,25/06/2023 10:35,,,,,,,,,,,
7626,260,8977260000000,952,25/06/2023 10:35,,,,,,,,,,,
7626,478,8977260000000,952,25/06/2023 10:35,,,,,,,,,,,
7626,740,8977260000000,952,25/06/2023 10:35,,,,,,,,,,,
7627,16,1615840000000,322,25/06/2023 13:36,,,,,,,,,,,
7627,1057,1615840000000,322,25/06/2023 13:36,,,,,,,,,,,
7627,179,1615840000000,322,25/06/2023 13:36,,,,,,,,,,,
7627,422,1615840000000,322,25/06/2023 13:36,,,,,,,,,,,
7627,863,1615840000000,322,25/06/2023 13:36,,,,,,,,,,,
7628,18,7442870000000,616,25/06/2023 14:48,,,,,,,,,,,
7628,1053,7442870000000,616,25/06/2023 14:48,,,,,,,,,,,
7628,107,7442870000000,616,25/06/2023 14:48,,,,,,,,,,,
7628,404,7442870000000,616,25/06/2023 14:48,,,,,,,,,,,
7628,1012,7442870000000,616,25/06/2023 14:48,,,,,,,,,,,
7629,8,9790770000000,153,25/06/2023 15:32,,,,,,,,,,,
7629,1060,9790770000000,153,25/06/2023 15:32,,,,,,,,,,,
7629,188,9790770000000,153,25/06/2023 15:32,,,,,,,,,,,
7629,605,9790770000000,153,25/06/2023 15:32,,,,,,,,,,,
7629,997,9790770000000,153,25/06/2023 15:32,,,,,,,,,,,
7630,3,4561360000000,685,25/06/2023 10:20,,,,,,,,,,,
7630,1059,4561360000000,685,25/06/2023 10:20,,,,,,,,,,,
7630,338,4561360000000,685,25/06/2023 10:20,,,,,,,,,,,
7630,584,4561360000000,685,25/06/2023 10:20,,,,,,,,,,,
7630,717,4561360000000,685,25/06/2023 10:20,,,,,,,,,,,
7631,14,7000290000000,414,25/06/2023 9:29,,,,,,,,,,,
7631,1067,7000290000000,414,25/06/2023 9:29,,,,,,,,,,,
7631,354,7000290000000,414,25/06/2023 9:29,,,,,,,,,,,
7631,463,7000290000000,414,25/06/2023 9:29,,,,,,,,,,,
7631,741,7000290000000,414,25/06/2023 9:29,,,,,,,,,,,
7632,23,9640660000000,378,25/06/2023 7:41,,,,,,,,,,,
7632,1056,9640660000000,378,25/06/2023 7:41,,,,,,,,,,,
7632,198,9640660000000,378,25/06/2023 7:41,,,,,,,,,,,
7632,622,9640660000000,378,25/06/2023 7:41,,,,,,,,,,,
7632,884,9640660000000,378,25/06/2023 7:41,,,,,,,,,,,
7633,21,7799080000000,895,25/06/2023 5:01,,,,,,,,,,,
7633,1060,7799080000000,895,25/06/2023 5:01,,,,,,,,,,,
7633,223,7799080000000,895,25/06/2023 5:01,,,,,,,,,,,
7633,681,7799080000000,895,25/06/2023 5:01,,,,,,,,,,,
7633,846,7799080000000,895,25/06/2023 5:01,,,,,,,,,,,
7634,19,7472380000000,535,25/06/2023 15:13,,,,,,,,,,,
7634,1065,7472380000000,535,25/06/2023 15:13,,,,,,,,,,,
7634,309,7472380000000,535,25/06/2023 15:13,,,,,,,,,,,
7634,642,7472380000000,535,25/06/2023 15:13,,,,,,,,,,,
7634,762,7472380000000,535,25/06/2023 15:13,,,,,,,,,,,
7635,10,5330980000000,605,25/06/2023 15:37,,,,,,,,,,,
7635,1061,5330980000000,605,25/06/2023 15:37,,,,,,,,,,,
7635,84,5330980000000,605,25/06/2023 15:37,,,,,,,,,,,
7635,513,5330980000000,605,25/06/2023 15:37,,,,,,,,,,,
7635,765,5330980000000,605,25/06/2023 15:37,,,,,,,,,,,
7636,6,5135260000000,441,25/06/2023 18:53,,,,,,,,,,,
7636,1054,5135260000000,441,25/06/2023 18:53,,,,,,,,,,,
7636,229,5135260000000,441,25/06/2023 18:53,,,,,,,,,,,
7636,606,5135260000000,441,25/06/2023 18:53,,,,,,,,,,,
7636,983,5135260000000,441,25/06/2023 18:53,,,,,,,,,,,
7637,15,1099260000000,938,25/06/2023 14:27,,,,,,,,,,,
7637,1066,1099260000000,938,25/06/2023 14:27,,,,,,,,,,,
7637,328,1099260000000,938,25/06/2023 14:27,,,,,,,,,,,
7637,408,1099260000000,938,25/06/2023 14:27,,,,,,,,,,,
7637,705,1099260000000,938,25/06/2023 14:27,,,,,,,,,,,
7638,6,6627780000000,975,25/06/2023 16:20,,,,,,,,,,,
7638,1063,6627780000000,975,25/06/2023 16:20,,,,,,,,,,,
7638,174,6627780000000,975,25/06/2023 16:20,,,,,,,,,,,
7638,430,6627780000000,975,25/06/2023 16:20,,,,,,,,,,,
7638,802,6627780000000,975,25/06/2023 16:20,,,,,,,,,,,
7639,11,4202850000000,219,25/06/2023 15:49,,,,,,,,,,,
7639,1049,4202850000000,219,25/06/2023 15:49,,,,,,,,,,,
7639,205,4202850000000,219,25/06/2023 15:49,,,,,,,,,,,
7639,690,4202850000000,219,25/06/2023 15:49,,,,,,,,,,,
7639,862,4202850000000,219,25/06/2023 15:49,,,,,,,,,,,
7640,8,9578440000000,69,25/06/2023 5:43,,,,,,,,,,,
7640,1064,9578440000000,69,25/06/2023 5:43,,,,,,,,,,,
7640,84,9578440000000,69,25/06/2023 5:43,,,,,,,,,,,
7640,639,9578440000000,69,25/06/2023 5:43,,,,,,,,,,,
7640,852,9578440000000,69,25/06/2023 5:43,,,,,,,,,,,
7641,8,1972570000000,343,25/06/2023 8:55,,,,,,,,,,,
7641,1059,1972570000000,343,25/06/2023 8:55,,,,,,,,,,,
7641,130,1972570000000,343,25/06/2023 8:55,,,,,,,,,,,
7641,651,1972570000000,343,25/06/2023 8:55,,,,,,,,,,,
7641,825,1972570000000,343,25/06/2023 8:55,,,,,,,,,,,
7642,20,3727300000000,119,25/06/2023 7:22,,,,,,,,,,,
7642,1050,3727300000000,119,25/06/2023 7:22,,,,,,,,,,,
7642,146,3727300000000,119,25/06/2023 7:22,,,,,,,,,,,
7642,685,3727300000000,119,25/06/2023 7:22,,,,,,,,,,,
7642,849,3727300000000,119,25/06/2023 7:22,,,,,,,,,,,
7643,14,3382580000000,853,25/06/2023 15:39,,,,,,,,,,,
7643,1054,3382580000000,853,25/06/2023 15:39,,,,,,,,,,,
7643,84,3382580000000,853,25/06/2023 15:39,,,,,,,,,,,
7643,407,3382580000000,853,25/06/2023 15:39,,,,,,,,,,,
7643,712,3382580000000,853,25/06/2023 15:39,,,,,,,,,,,
7644,21,5214720000000,866,25/06/2023 17:37,,,,,,,,,,,
7644,1052,5214720000000,866,25/06/2023 17:37,,,,,,,,,,,
7644,296,5214720000000,866,25/06/2023 17:37,,,,,,,,,,,
7644,559,5214720000000,866,25/06/2023 17:37,,,,,,,,,,,
7644,929,5214720000000,866,25/06/2023 17:37,,,,,,,,,,,
7645,19,2135470000000,380,25/06/2023 6:25,,,,,,,,,,,
7645,1050,2135470000000,380,25/06/2023 6:25,,,,,,,,,,,
7645,157,2135470000000,380,25/06/2023 6:25,,,,,,,,,,,
7645,450,2135470000000,380,25/06/2023 6:25,,,,,,,,,,,
7645,826,2135470000000,380,25/06/2023 6:25,,,,,,,,,,,
7646,23,2168420000000,935,25/06/2023 17:22,,,,,,,,,,,
7646,1052,2168420000000,935,25/06/2023 17:22,,,,,,,,,,,
7646,389,2168420000000,935,25/06/2023 17:22,,,,,,,,,,,
7646,582,2168420000000,935,25/06/2023 17:22,,,,,,,,,,,
7646,830,2168420000000,935,25/06/2023 17:22,,,,,,,,,,,
7647,2,1618370000000,590,25/06/2023 18:19,,,,,,,,,,,
7647,1065,1618370000000,590,25/06/2023 18:19,,,,,,,,,,,
7647,63,1618370000000,590,25/06/2023 18:19,,,,,,,,,,,
7647,619,1618370000000,590,25/06/2023 18:19,,,,,,,,,,,
7647,887,1618370000000,590,25/06/2023 18:19,,,,,,,,,,,
7648,5,2797240000000,823,25/06/2023 10:15,,,,,,,,,,,
7648,1063,2797240000000,823,25/06/2023 10:15,,,,,,,,,,,
7648,162,2797240000000,823,25/06/2023 10:15,,,,,,,,,,,
7648,448,2797240000000,823,25/06/2023 10:15,,,,,,,,,,,
7648,698,2797240000000,823,25/06/2023 10:15,,,,,,,,,,,
7649,15,8957710000000,932,25/06/2023 6:51,,,,,,,,,,,
7649,1047,8957710000000,932,25/06/2023 6:51,,,,,,,,,,,
7649,170,8957710000000,932,25/06/2023 6:51,,,,,,,,,,,
7649,457,8957710000000,932,25/06/2023 6:51,,,,,,,,,,,
7649,949,8957710000000,932,25/06/2023 6:51,,,,,,,,,,,
7650,5,3169420000000,389,25/06/2023 11:57,,,,,,,,,,,
7650,1060,3169420000000,389,25/06/2023 11:57,,,,,,,,,,,
7650,184,3169420000000,389,25/06/2023 11:57,,,,,,,,,,,
7650,500,3169420000000,389,25/06/2023 11:57,,,,,,,,,,,
7650,973,3169420000000,389,25/06/2023 11:57,,,,,,,,,,,
7651,22,7446310000000,567,25/06/2023 18:02,,,,,,,,,,,
7651,1049,7446310000000,567,25/06/2023 18:02,,,,,,,,,,,
7651,195,7446310000000,567,25/06/2023 18:02,,,,,,,,,,,
7651,618,7446310000000,567,25/06/2023 18:02,,,,,,,,,,,
7651,927,7446310000000,567,25/06/2023 18:02,,,,,,,,,,,
7652,3,1957340000000,795,25/06/2023 7:13,,,,,,,,,,,
7652,1065,1957340000000,795,25/06/2023 7:13,,,,,,,,,,,
7652,209,1957340000000,795,25/06/2023 7:13,,,,,,,,,,,
7652,663,1957340000000,795,25/06/2023 7:13,,,,,,,,,,,
7652,976,1957340000000,795,25/06/2023 7:13,,,,,,,,,,,
7653,7,8548180000000,143,25/06/2023 8:40,,,,,,,,,,,
7653,1062,8548180000000,143,25/06/2023 8:40,,,,,,,,,,,
7653,213,8548180000000,143,25/06/2023 8:40,,,,,,,,,,,
7653,435,8548180000000,143,25/06/2023 8:40,,,,,,,,,,,
7653,833,8548180000000,143,25/06/2023 8:40,,,,,,,,,,,
7654,10,3018000000000,827,25/06/2023 10:35,,,,,,,,,,,
7654,1049,3018000000000,827,25/06/2023 10:35,,,,,,,,,,,
7654,368,3018000000000,827,25/06/2023 10:35,,,,,,,,,,,
7654,630,3018000000000,827,25/06/2023 10:35,,,,,,,,,,,
7654,1045,3018000000000,827,25/06/2023 10:35,,,,,,,,,,,
7655,19,6923540000000,322,25/06/2023 12:17,,,,,,,,,,,
7655,1068,6923540000000,322,25/06/2023 12:17,,,,,,,,,,,
7655,193,6923540000000,322,25/06/2023 12:17,,,,,,,,,,,
7655,511,6923540000000,322,25/06/2023 12:17,,,,,,,,,,,
7655,1044,6923540000000,322,25/06/2023 12:17,,,,,,,,,,,
7656,7,1945020000000,970,25/06/2023 11:44,,,,,,,,,,,
7656,1052,1945020000000,970,25/06/2023 11:44,,,,,,,,,,,
7656,330,1945020000000,970,25/06/2023 11:44,,,,,,,,,,,
7656,575,1945020000000,970,25/06/2023 11:44,,,,,,,,,,,
7656,883,1945020000000,970,25/06/2023 11:44,,,,,,,,,,,
7657,19,8912710000000,851,25/06/2023 16:58,,,,,,,,,,,
7657,1066,8912710000000,851,25/06/2023 16:58,,,,,,,,,,,
7657,219,8912710000000,851,25/06/2023 16:58,,,,,,,,,,,
7657,422,8912710000000,851,25/06/2023 16:58,,,,,,,,,,,
7657,1038,8912710000000,851,25/06/2023 16:58,,,,,,,,,,,
7658,12,9389500000000,135,25/06/2023 16:46,,,,,,,,,,,
7658,1055,9389500000000,135,25/06/2023 16:46,,,,,,,,,,,
7658,89,9389500000000,135,25/06/2023 16:46,,,,,,,,,,,
7658,589,9389500000000,135,25/06/2023 16:46,,,,,,,,,,,
7658,786,9389500000000,135,25/06/2023 16:46,,,,,,,,,,,
7659,16,6058380000000,515,25/06/2023 18:27,,,,,,,,,,,
7659,1048,6058380000000,515,25/06/2023 18:27,,,,,,,,,,,
7659,306,6058380000000,515,25/06/2023 18:27,,,,,,,,,,,
7659,460,6058380000000,515,25/06/2023 18:27,,,,,,,,,,,
7659,885,6058380000000,515,25/06/2023 18:27,,,,,,,,,,,
7660,22,8936980000000,846,25/06/2023 9:34,,,,,,,,,,,
7660,1059,8936980000000,846,25/06/2023 9:34,,,,,,,,,,,
7660,351,8936980000000,846,25/06/2023 9:34,,,,,,,,,,,
7660,656,8936980000000,846,25/06/2023 9:34,,,,,,,,,,,
7660,843,8936980000000,846,25/06/2023 9:34,,,,,,,,,,,
7661,6,5458280000000,401,25/06/2023 8:25,,,,,,,,,,,
7661,1048,5458280000000,401,25/06/2023 8:25,,,,,,,,,,,
7661,382,5458280000000,401,25/06/2023 8:25,,,,,,,,,,,
7661,544,5458280000000,401,25/06/2023 8:25,,,,,,,,,,,
7661,904,5458280000000,401,25/06/2023 8:25,,,,,,,,,,,
7662,3,7144200000000,85,25/06/2023 6:01,,,,,,,,,,,
7662,1052,7144200000000,85,25/06/2023 6:01,,,,,,,,,,,
7662,307,7144200000000,85,25/06/2023 6:01,,,,,,,,,,,
7662,464,7144200000000,85,25/06/2023 6:01,,,,,,,,,,,
7662,991,7144200000000,85,25/06/2023 6:01,,,,,,,,,,,
7663,4,1731010000000,527,25/06/2023 5:12,,,,,,,,,,,
7663,1051,1731010000000,527,25/06/2023 5:12,,,,,,,,,,,
7663,366,1731010000000,527,25/06/2023 5:12,,,,,,,,,,,
7663,452,1731010000000,527,25/06/2023 5:12,,,,,,,,,,,
7663,993,1731010000000,527,25/06/2023 5:12,,,,,,,,,,,
7664,3,7801100000000,206,25/06/2023 15:54,,,,,,,,,,,
7664,1065,7801100000000,206,25/06/2023 15:54,,,,,,,,,,,
7664,220,7801100000000,206,25/06/2023 15:54,,,,,,,,,,,
7664,415,7801100000000,206,25/06/2023 15:54,,,,,,,,,,,
7664,926,7801100000000,206,25/06/2023 15:54,,,,,,,,,,,
7665,21,3852720000000,874,25/06/2023 14:09,,,,,,,,,,,
7665,1060,3852720000000,874,25/06/2023 14:09,,,,,,,,,,,
7665,340,3852720000000,874,25/06/2023 14:09,,,,,,,,,,,
7665,667,3852720000000,874,25/06/2023 14:09,,,,,,,,,,,
7665,739,3852720000000,874,25/06/2023 14:09,,,,,,,,,,,
7666,22,3528800000000,381,25/06/2023 6:20,,,,,,,,,,,
7666,1062,3528800000000,381,25/06/2023 6:20,,,,,,,,,,,
7666,371,3528800000000,381,25/06/2023 6:20,,,,,,,,,,,
7666,657,3528800000000,381,25/06/2023 6:20,,,,,,,,,,,
7666,995,3528800000000,381,25/06/2023 6:20,,,,,,,,,,,
7667,12,2382020000000,866,25/06/2023 8:30,,,,,,,,,,,
7667,1065,2382020000000,866,25/06/2023 8:30,,,,,,,,,,,
7667,151,2382020000000,866,25/06/2023 8:30,,,,,,,,,,,
7667,463,2382020000000,866,25/06/2023 8:30,,,,,,,,,,,
7667,778,2382020000000,866,25/06/2023 8:30,,,,,,,,,,,
7668,23,8900270000000,304,25/06/2023 13:14,,,,,,,,,,,
7668,1051,8900270000000,304,25/06/2023 13:14,,,,,,,,,,,
7668,72,8900270000000,304,25/06/2023 13:14,,,,,,,,,,,
7668,428,8900270000000,304,25/06/2023 13:14,,,,,,,,,,,
7668,936,8900270000000,304,25/06/2023 13:14,,,,,,,,,,,
7669,18,1754660000000,898,25/06/2023 10:10,,,,,,,,,,,
7669,1054,1754660000000,898,25/06/2023 10:10,,,,,,,,,,,
7669,104,1754660000000,898,25/06/2023 10:10,,,,,,,,,,,
7669,518,1754660000000,898,25/06/2023 10:10,,,,,,,,,,,
7669,933,1754660000000,898,25/06/2023 10:10,,,,,,,,,,,
7670,9,6904710000000,324,25/06/2023 10:26,,,,,,,,,,,
7670,1062,6904710000000,324,25/06/2023 10:26,,,,,,,,,,,
7670,322,6904710000000,324,25/06/2023 10:26,,,,,,,,,,,
7670,469,6904710000000,324,25/06/2023 10:26,,,,,,,,,,,
7670,964,6904710000000,324,25/06/2023 10:26,,,,,,,,,,,
7671,8,5773970000000,876,25/06/2023 13:55,,,,,,,,,,,
7671,1050,5773970000000,876,25/06/2023 13:55,,,,,,,,,,,
7671,207,5773970000000,876,25/06/2023 13:55,,,,,,,,,,,
7671,592,5773970000000,876,25/06/2023 13:55,,,,,,,,,,,
7671,729,5773970000000,876,25/06/2023 13:55,,,,,,,,,,,
7672,17,7268280000000,796,25/06/2023 9:36,,,,,,,,,,,
7672,1062,7268280000000,796,25/06/2023 9:36,,,,,,,,,,,
7672,239,7268280000000,796,25/06/2023 9:36,,,,,,,,,,,
7672,543,7268280000000,796,25/06/2023 9:36,,,,,,,,,,,
7672,932,7268280000000,796,25/06/2023 9:36,,,,,,,,,,,
7673,14,8679020000000,464,25/06/2023 19:52,,,,,,,,,,,
7673,1054,8679020000000,464,25/06/2023 19:52,,,,,,,,,,,
7673,165,8679020000000,464,25/06/2023 19:52,,,,,,,,,,,
7673,429,8679020000000,464,25/06/2023 19:52,,,,,,,,,,,
7673,924,8679020000000,464,25/06/2023 19:52,,,,,,,,,,,
7674,17,5182820000000,806,25/06/2023 13:22,,,,,,,,,,,
7674,1061,5182820000000,806,25/06/2023 13:22,,,,,,,,,,,
7674,257,5182820000000,806,25/06/2023 13:22,,,,,,,,,,,
7674,541,5182820000000,806,25/06/2023 13:22,,,,,,,,,,,
7674,926,5182820000000,806,25/06/2023 13:22,,,,,,,,,,,
7675,6,9223180000000,86,25/06/2023 15:26,,,,,,,,,,,
7675,1062,9223180000000,86,25/06/2023 15:26,,,,,,,,,,,
7675,364,9223180000000,86,25/06/2023 15:26,,,,,,,,,,,
7675,465,9223180000000,86,25/06/2023 15:26,,,,,,,,,,,
7675,741,9223180000000,86,25/06/2023 15:26,,,,,,,,,,,
7676,7,4814460000000,125,25/06/2023 16:18,,,,,,,,,,,
7676,1060,4814460000000,125,25/06/2023 16:18,,,,,,,,,,,
7676,131,4814460000000,125,25/06/2023 16:18,,,,,,,,,,,
7676,584,4814460000000,125,25/06/2023 16:18,,,,,,,,,,,
7676,1044,4814460000000,125,25/06/2023 16:18,,,,,,,,,,,
7677,15,1478820000000,843,25/06/2023 16:05,,,,,,,,,,,
7677,1047,1478820000000,843,25/06/2023 16:05,,,,,,,,,,,
7677,66,1478820000000,843,25/06/2023 16:05,,,,,,,,,,,
7677,592,1478820000000,843,25/06/2023 16:05,,,,,,,,,,,
7677,766,1478820000000,843,25/06/2023 16:05,,,,,,,,,,,
7678,11,5241420000000,675,25/06/2023 15:37,,,,,,,,,,,
7678,1053,5241420000000,675,25/06/2023 15:37,,,,,,,,,,,
7678,124,5241420000000,675,25/06/2023 15:37,,,,,,,,,,,
7678,414,5241420000000,675,25/06/2023 15:37,,,,,,,,,,,
7678,994,5241420000000,675,25/06/2023 15:37,,,,,,,,,,,
7679,5,5610740000000,692,25/06/2023 16:00,,,,,,,,,,,
7679,1061,5610740000000,692,25/06/2023 16:00,,,,,,,,,,,
7679,292,5610740000000,692,25/06/2023 16:00,,,,,,,,,,,
7679,602,5610740000000,692,25/06/2023 16:00,,,,,,,,,,,
7679,1037,5610740000000,692,25/06/2023 16:00,,,,,,,,,,,
7680,21,1632620000000,150,25/06/2023 5:04,,,,,,,,,,,
7680,1051,1632620000000,150,25/06/2023 5:04,,,,,,,,,,,
7680,253,1632620000000,150,25/06/2023 5:04,,,,,,,,,,,
7680,520,1632620000000,150,25/06/2023 5:04,,,,,,,,,,,
7680,1031,1632620000000,150,25/06/2023 5:04,,,,,,,,,,,
7681,10,8814250000000,276,25/06/2023 12:27,,,,,,,,,,,
7681,1053,8814250000000,276,25/06/2023 12:27,,,,,,,,,,,
7681,252,8814250000000,276,25/06/2023 12:27,,,,,,,,,,,
7681,488,8814250000000,276,25/06/2023 12:27,,,,,,,,,,,
7681,806,8814250000000,276,25/06/2023 12:27,,,,,,,,,,,
7682,13,3500050000000,623,25/06/2023 7:17,,,,,,,,,,,
7682,1063,3500050000000,623,25/06/2023 7:17,,,,,,,,,,,
7682,51,3500050000000,623,25/06/2023 7:17,,,,,,,,,,,
7682,595,3500050000000,623,25/06/2023 7:17,,,,,,,,,,,
7682,1035,3500050000000,623,25/06/2023 7:17,,,,,,,,,,,
7683,7,6716780000000,292,25/06/2023 13:15,,,,,,,,,,,
7683,1065,6716780000000,292,25/06/2023 13:15,,,,,,,,,,,
7683,256,6716780000000,292,25/06/2023 13:15,,,,,,,,,,,
7683,587,6716780000000,292,25/06/2023 13:15,,,,,,,,,,,
7683,951,6716780000000,292,25/06/2023 13:15,,,,,,,,,,,
7684,18,9285310000000,766,25/06/2023 5:40,,,,,,,,,,,
7684,1056,9285310000000,766,25/06/2023 5:40,,,,,,,,,,,
7684,378,9285310000000,766,25/06/2023 5:40,,,,,,,,,,,
7684,420,9285310000000,766,25/06/2023 5:40,,,,,,,,,,,
7684,862,9285310000000,766,25/06/2023 5:40,,,,,,,,,,,
